area_code,area_name,area_unit,dimension,dimension_value,population_base,population
E06000034,Thurrock,Local Authority,age_group,25 to 44,published,53266
E06000034,Thurrock,Local Authority,age_group,45 to 64,published,43305
E06000034,Thurrock,Local Authority,age_group,65 and above,asc_eligible,23853
E06000034,Thurrock,Local Authority,age_group,65 and above,published,24516
E06000034,Thurrock,Local Authority,age_group,65 to 74,published,12864
E06000034,Thurrock,Local Authority,age_group,75 to 84,published,8676
E06000034,Thurrock,Local Authority,age_group,85 and above,published,2976
E06000034,Thurrock,Local Authority,age_group,All,asc_eligible,38238
E06000034,Thurrock,Local Authority,age_group,All,published,134718
E06000034,Thurrock,Local Authority,ethnicity,All,asc_eligible,38238
E06000034,Thurrock,Local Authority,ethnicity,All,published,131835
E06000034,Thurrock,Local Authority,ethnicity,Asian or Asian British,asc_eligible,1292
E06000034,Thurrock,Local Authority,ethnicity,Asian or Asian British,published,8622
E06000034,Thurrock,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,1290
E06000034,Thurrock,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,13492
E06000034,Thurrock,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,363
E06000034,Thurrock,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,2269
E06000034,Thurrock,Local Authority,ethnicity,Other ethnic group,asc_eligible,294
E06000034,Thurrock,Local Authority,ethnicity,Other ethnic group,published,1995
E06000034,Thurrock,Local Authority,ethnicity,White,asc_eligible,34999
E06000034,Thurrock,Local Authority,ethnicity,White,published,105457
E06000034,Thurrock,Local Authority,gender,All,published,134718
E06000034,Thurrock,Local Authority,gender,Female,published,70026
E06000034,Thurrock,Local Authority,gender,Male,published,64692
E06000035,Medway,Local Authority,age_group,18 to 24,published,21687
E06000035,Medway,Local Authority,age_group,18 to 64,asc_eligible,28258
E06000035,Medway,Local Authority,age_group,18 to 64,published,175812
E06000035,Medway,Local Authority,age_group,25 to 44,published,82504
E06000035,Medway,Local Authority,age_group,45 to 64,published,71621
E06000035,Medway,Local Authority,age_group,65 and above,asc_eligible,46054
E06000035,Medway,Local Authority,age_group,65 and above,published,48069
E06000035,Medway,Local Authority,age_group,65 to 74,published,24980
E06000035,Medway,Local Authority,age_group,75 to 84,published,17397
E06000035,Medway,Local Authority,age_group,85 and above,published,5692
E06000035,Medway,Local Authority,age_group,All,asc_eligible,74312
E06000035,Medway,Local Authority,age_group,All,published,223881
E06000035,Medway,Local Authority,ethnicity,All,asc_eligible,74312
E06000035,Medway,Local Authority,ethnicity,All,published,216011
E06000035,Medway,Local Authority,ethnicity,Asian or Asian British,asc_eligible,2559
E06000035,Medway,Local Authority,ethnicity,Asian or Asian British,published,12508
E06000035,Medway,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,1244
E06000035,Medway,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,10543
E06000035,Medway,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,929
E06000035,Medway,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,3776
E06000035,Medway,Local Authority,ethnicity,Other ethnic group,asc_eligible,572
E06000035,Medway,Local Authority,ethnicity,Other ethnic group,published,2979
E06000035,Medway,Local Authority,ethnicity,White,asc_eligible,69008
E06000035,Medway,Local Authority,ethnicity,White,published,186205
E06000035,Medway,Local Authority,gender,All,published,223881
E06000035,Medway,Local Authority,gender,Female,published,115888
E06000035,Medway,Local Authority,gender,Male,published,107993
E06000036,Bracknell Forest,Local Authority,age_group,18 to 24,published,8546
E06000036,Bracknell Forest,Local Authority,age_group,18 to 64,asc_eligible,9437
E06000036,Bracknell Forest,Local Authority,age_group,18 to 64,published,80552
E06000036,Bracknell Forest,Local Authority,age_group,25 to 44,published,38025
E06000036,Bracknell Forest,Local Authority,age_group,45 to 64,published,33981
E06000036,Bracknell Forest,Local Authority,age_group,65 and above,asc_eligible,18876
E06000036,Bracknell Forest,Local Authority,age_group,65 and above,published,20882
E06000036,Bracknell Forest,Local Authority,age_group,65 to 74,published,11057
E06000036,Bracknell Forest,Local Authority,age_group,75 to 84,published,7103
E06000036,Bracknell Forest,Local Authority,age_group,85 and above,published,2722
E06000036,Bracknell Forest,Local Authority,age_group,All,asc_eligible,28313
E06000036,Bracknell Forest,Local Authority,age_group,All,published,101434
E06000036,Bracknell Forest,Local Authority,ethnicity,All,asc_eligible,28313
E06000036,Bracknell Forest,Local Authority,ethnicity,All,published,96764
E06000036,Bracknell Forest,Local Authority,ethnicity,Asian or Asian British,asc_eligible,932
E06000036,Bracknell Forest,Local Authority,ethnicity,Asian or Asian British,published,6709
E06000036,Bracknell Forest,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,304
E06000036,Bracknell Forest,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,2178
E06000036,Bracknell Forest,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,353
E06000036,Bracknell Forest,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,1863
E06000036,Bracknell Forest,Local Authority,ethnicity,Other ethnic group,asc_eligible,258
E06000036,Bracknell Forest,Local Authority,ethnicity,Other ethnic group,published,1331
E06000036,Bracknell Forest,Local Authority,ethnicity,White,asc_eligible,26466
E06000036,Bracknell Forest,Local Authority,ethnicity,White,published,84683
E06000036,Bracknell Forest,Local Authority,gender,All,published,101434
E06000036,Bracknell Forest,Local Authority,gender,Female,published,52155
E06000036,Bracknell Forest,Local Authority,gender,Male,published,49279
E06000037,West Berkshire,Local Authority,age_group,18 to 24,published,10157
E06000037,West Berkshire,Local Authority,age_group,18 to 64,asc_eligible,12623
E06000037,West Berkshire,Local Authority,age_group,18 to 64,published,96056
E06000037,West Berkshire,Local Authority,age_group,25 to 44,published,40068
E06000037,West Berkshire,Local Authority,age_group,45 to 64,published,45831
E06000037,West Berkshire,Local Authority,age_group,65 and above,asc_eligible,31510
E06000037,West Berkshire,Local Authority,age_group,65 and above,published,33561
E06000037,West Berkshire,Local Authority,age_group,65 to 74,published,16911
E06000037,West Berkshire,Local Authority,age_group,75 to 84,published,12386
E06000037,West Berkshire,Local Authority,age_group,85 and above,published,4264
E06000037,West Berkshire,Local Authority,age_group,All,asc_eligible,44133
E06000037,West Berkshire,Local Authority,age_group,All,published,129617
E06000037,West Berkshire,Local Authority,ethnicity,All,asc_eligible,44133
E06000037,West Berkshire,Local Authority,ethnicity,All,published,126669
E06000037,West Berkshire,Local Authority,ethnicity,Asian or Asian British,asc_eligible,614
E06000037,West Berkshire,Local Authority,ethnicity,Asian or Asian British,published,4404
E06000037,West Berkshire,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,284
E06000037,West Berkshire,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,1532
E06000037,West Berkshire,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,373
E06000037,West Berkshire,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,1845
E06000037,West Berkshire,Local Authority,ethnicity,Other ethnic group,asc_eligible,183
E06000037,West Berkshire,Local Authority,ethnicity,Other ethnic group,published,890
E06000037,West Berkshire,Local Authority,ethnicity,White,asc_eligible,42679
E06000037,West Berkshire,Local Authority,ethnicity,White,published,117998
E06000037,West Berkshire,Local Authority,gender,All,published,129617
E06000037,West Berkshire,Local Authority,gender,Female,published,66374
E06000037,West Berkshire,Local Authority,gender,Male,published,63243
E06000038,Reading,Local Authority,age_group,18 to 24,published,21157
E06000038,Reading,Local Authority,age_group,18 to 64,asc_eligible,15070
E06000038,Reading,Local Authority,age_group,18 to 64,published,121717
E06000038,Reading,Local Authority,age_group,25 to 44,published,60861
E06000038,Reading,Local Authority,age_group,45 to 64,published,39699
E06000038,Reading,Local Authority,age_group,65 and above,asc_eligible,20982
E06000038,Reading,Local Authority,age_group,65 and above,published,22227
E06000038,Reading,Local Authority,age_group,65 to 74,published,11334
E06000038,Reading,Local Authority,age_group,75 to 84,published,7821
E06000038,Reading,Local Authority,age_group,85 and above,published,3072
E06000038,Reading,Local Authority,age_group,All,asc_eligible,36052
E06000038,Reading,Local Authority,age_group,All,published,143944
E06000038,Reading,Local Authority,ethnicity,All,asc_eligible,36052
E06000038,Reading,Local Authority,ethnicity,All,published,137785
E06000038,Reading,Local Authority,ethnicity,Asian or Asian British,asc_eligible,3402
E06000038,Reading,Local Authority,ethnicity,Asian or Asian British,published,22902
E06000038,Reading,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,1707
E06000038,Reading,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,9439
E06000038,Reading,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,903
E06000038,Reading,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,4457
E06000038,Reading,Local Authority,ethnicity,Other ethnic group,asc_eligible,693
E06000038,Reading,Local Authority,ethnicity,Other ethnic group,published,3943
E06000038,Reading,Local Authority,ethnicity,White,asc_eligible,29347
E06000038,Reading,Local Authority,ethnicity,White,published,97044
E06000038,Reading,Local Authority,gender,All,published,143944
E06000038,Reading,Local Authority,gender,Female,published,72327
E06000038,Reading,Local Authority,gender,Male,published,71617
E06000039,Slough,Local Authority,age_group,18 to 24,published,13987
E06000039,Slough,Local Authority,age_group,18 to 64,asc_eligible,10693
E06000039,Slough,Local Authority,age_group,18 to 64,published,104325
E06000039,Slough,Local Authority,age_group,25 to 44,published,52832
E06000039,Slough,Local Authority,age_group,45 to 64,published,37506
E06000039,Slough,Local Authority,age_group,65 and above,asc_eligible,15325
E06000039,Slough,Local Authority,age_group,65 and above,published,16348
E06000039,Slough,Local Authority,age_group,65 to 74,published,9643
E06000039,Slough,Local Authority,age_group,75 to 84,published,4758
E06000039,Slough,Local Authority,age_group,85 and above,published,1947
E06000039,Slough,Local Authority,age_group,All,asc_eligible,26018
E06000039,Slough,Local Authority,age_group,All,published,120673
E06000039,Slough,Local Authority,ethnicity,All,asc_eligible,26018
E06000039,Slough,Local Authority,ethnicity,All,published,114698
E06000039,Slough,Local Authority,ethnicity,Asian or Asian British,asc_eligible,9324
E06000039,Slough,Local Authority,ethnicity,Asian or Asian British,published,51571
E06000039,Slough,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,1425
E06000039,Slough,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,8305
E06000039,Slough,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,527
E06000039,Slough,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,2685
E06000039,Slough,Local Authority,ethnicity,Other ethnic group,asc_eligible,1221
E06000039,Slough,Local Authority,ethnicity,Other ethnic group,published,6459
E06000039,Slough,Local Authority,ethnicity,White,asc_eligible,13521
E06000039,Slough,Local Authority,ethnicity,White,published,45678
E06000039,Slough,Local Authority,gender,All,published,120673
E06000039,Slough,Local Authority,gender,Female,published,61154
E06000039,Slough,Local Authority,gender,Male,published,59519
E06000040,Windsor and Maidenhead,Local Authority,age_group,18 to 24,published,10095
E06000040,Windsor and Maidenhead,Local Authority,age_group,18 to 64,asc_eligible,9322
E06000040,Windsor and Maidenhead,Local Authority,age_group,18 to 64,published,94234
E06000040,Windsor and Maidenhead,Local Authority,age_group,25 to 44,published,40214
E06000040,Windsor and Maidenhead,Local Authority,age_group,45 to 64,published,43925
E06000040,Windsor and Maidenhead,Local Authority,age_group,65 and above,asc_eligible,28323
E06000040,Windsor and Maidenhead,Local Authority,age_group,65 and above,published,29969
E06000040,Windsor and Maidenhead,Local Authority,age_group,65 to 74,published,14271
E06000040,Windsor and Maidenhead,Local Authority,age_group,75 to 84,published,11029
E06000040,Windsor and Maidenhead,Local Authority,age_group,85 and above,published,4669
E06000040,Windsor and Maidenhead,Local Authority,age_group,All,asc_eligible,37645
E06000040,Windsor and Maidenhead,Local Authority,age_group,All,published,124203
E06000040,Windsor and Maidenhead,Local Authority,ethnicity,All,asc_eligible,37645
E06000040,Windsor and Maidenhead,Local Authority,ethnicity,All,published,119415
E06000040,Windsor and Maidenhead,Local Authority,ethnicity,Asian or Asian British,asc_eligible,2508
E06000040,Windsor and Maidenhead,Local Authority,ethnicity,Asian or Asian British,published,14574
E06000040,Windsor and Maidenhead,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,257
E06000040,Windsor and Maidenhead,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,1720
E06000040,Windsor and Maidenhead,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,428
E06000040,Windsor and Maidenhead,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,2432
E06000040,Windsor and Maidenhead,Local Authority,ethnicity,Other ethnic group,asc_eligible,548
E06000040,Windsor and Maidenhead,Local Authority,ethnicity,Other ethnic group,published,2539
E06000040,Windsor and Maidenhead,Local Authority,ethnicity,White,asc_eligible,33904
E06000040,Windsor and Maidenhead,Local Authority,ethnicity,White,published,98150
E06000040,Windsor and Maidenhead,Local Authority,gender,All,published,124203
E06000040,Windsor and Maidenhead,Local Authority,gender,Female,published,63820
E06000040,Windsor and Maidenhead,Local Authority,gender,Male,published,60383
E06000041,Wokingham,Local Authority,age_group,18 to 24,published,12014
E06000041,Wokingham,Local Authority,age_group,18 to 64,asc_eligible,11436
E06000041,Wokingham,Local Authority,age_group,18 to 64,published,110269
E06000041,Wokingham,Local Authority,age_group,25 to 44,published,48050
E06000041,Wokingham,Local Authority,age_group,45 to 64,published,50205
E06000041,Wokingham,Local Authority,age_group,65 and above,asc_eligible,30551
E06000041,Wokingham,Local Authority,age_group,65 and above,published,32519
E06000041,Wokingham,Local Authority,age_group,65 to 74,published,15685
E06000041,Wokingham,Local Authority,age_group,75 to 84,published,12012
E06000041,Wokingham,Local Authority,age_group,85 and above,published,4822
E06000041,Wokingham,Local Authority,age_group,All,asc_eligible,41987
E06000041,Wokingham,Local Authority,age_group,All,published,142788
E06000041,Wokingham,Local Authority,ethnicity,All,asc_eligible,41987
E06000041,Wokingham,Local Authority,ethnicity,All,published,136409
E06000041,Wokingham,Local Authority,ethnicity,Asian or Asian British,asc_eligible,2062
E06000041,Wokingham,Local Authority,ethnicity,Asian or Asian British,published,15749
E06000041,Wokingham,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,426
E06000041,Wokingham,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,2992
E06000041,Wokingham,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,410
E06000041,Wokingham,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,2441
E06000041,Wokingham,Local Authority,ethnicity,Other ethnic group,asc_eligible,380
E06000041,Wokingham,Local Authority,ethnicity,Other ethnic group,published,2058
E06000041,Wokingham,Local Authority,ethnicity,White,asc_eligible,38709
E06000041,Wokingham,Local Authority,ethnicity,White,published,113169
E06000041,Wokingham,Local Authority,gender,All,published,142788
E06000041,Wokingham,Local Authority,gender,Female,published,73604
E06000041,Wokingham,Local Authority,gender,Male,published,69184
E06000042,Milton Keynes,Local Authority,age_group,18 to 24,published,20695
E06000042,Milton Keynes,Local Authority,age_group,18 to 64,asc_eligible,25248
E06000042,Milton Keynes,Local Authority,age_group,18 to 64,published,187810
E06000042,Milton Keynes,Local Authority,age_group,25 to 44,published,92183
E06000042,Milton Keynes,Local Authority,age_group,45 to 64,published,74932
E06000042,Milton Keynes,Local Authority,age_group,65 and above,asc_eligible,39586
E06000042,Milton Keynes,Local Authority,age_group,65 and above,published,43505
E06000042,Milton Keynes,Local Authority,age_group,65 to 74,published,24005
E06000042,Milton Keynes,Local Authority,age_group,75 to 84,published,14600
E06000042,Milton Keynes,Local Authority,age_group,85 and above,published,4900
E06000042,Milton Keynes,Local Authority,age_group,All,asc_eligible,64834
E06000042,Milton Keynes,Local Authority,age_group,All,published,231315
E06000042,Milton Keynes,Local Authority,ethnicity,All,asc_eligible,64834
E06000042,Milton Keynes,Local Authority,ethnicity,All,published,217517
E06000042,Milton Keynes,Local Authority,ethnicity,Asian or Asian British,asc_eligible,3884
E06000042,Milton Keynes,Local Authority,ethnicity,Asian or Asian British,published,25041
E06000042,Milton Keynes,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,2273
E06000042,Milton Keynes,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,18320
E06000042,Milton Keynes,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,1237
E06000042,Milton Keynes,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,5565
E06000042,Milton Keynes,Local Authority,ethnicity,Other ethnic group,asc_eligible,659
E06000042,Milton Keynes,Local Authority,ethnicity,Other ethnic group,published,4144
E06000042,Milton Keynes,Local Authority,ethnicity,White,asc_eligible,56781
E06000042,Milton Keynes,Local Authority,ethnicity,White,published,164447
E06000042,Milton Keynes,Local Authority,gender,All,published,231315
E06000042,Milton Keynes,Local Authority,gender,Female,published,118641
E06000042,Milton Keynes,Local Authority,gender,Male,published,112674
E06000043,Brighton and Hove,Local Authority,age_group,18 to 24,published,40371
E06000043,Brighton and Hove,Local Authority,age_group,18 to 64,asc_eligible,34918
E06000043,Brighton and Hove,Local Authority,age_group,18 to 64,published,196735
E06000043,Brighton and Hove,Local Authority,age_group,25 to 44,published,82315
E06000043,Brighton and Hove,Local Authority,age_group,45 to 64,published,74049
E06000043,Brighton and Hove,Local Authority,age_group,65 and above,asc_eligible,38975
E06000043,Brighton and Hove,Local Authority,age_group,65 and above,published,40523
E06000043,Brighton and Hove,Local Authority,age_group,65 to 74,published,21024
E06000043,Brighton and Hove,Local Authority,age_group,75 to 84,published,13986
E06000043,Brighton and Hove,Local Authority,age_group,85 and above,published,5513
E06000043,Brighton and Hove,Local Authority,age_group,All,asc_eligible,73893
E06000043,Brighton and Hove,Local Authority,age_group,All,published,237258
E06000043,Brighton and Hove,Local Authority,ethnicity,All,asc_eligible,73893
E06000043,Brighton and Hove,Local Authority,ethnicity,All,published,229728
E06000043,Brighton and Hove,Local Authority,ethnicity,Asian or Asian British,asc_eligible,2049
E06000043,Brighton and Hove,Local Authority,ethnicity,Asian or Asian British,published,11103
E06000043,Brighton and Hove,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,840
E06000043,Brighton and Hove,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,4496
E06000043,Brighton and Hove,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,2041
E06000043,Brighton and Hove,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,8341
E06000043,Brighton and Hove,Local Authority,ethnicity,Other ethnic group,asc_eligible,1755
E06000043,Brighton and Hove,Local Authority,ethnicity,Other ethnic group,published,6987
E06000043,Brighton and Hove,Local Authority,ethnicity,White,asc_eligible,67208
E06000043,Brighton and Hove,Local Authority,ethnicity,White,published,198801
E06000043,Brighton and Hove,Local Authority,gender,All,published,237258
E06000043,Brighton and Hove,Local Authority,gender,Female,published,122439
E06000043,Brighton and Hove,Local Authority,gender,Male,published,114819
E06000044,Portsmouth,Local Authority,age_group,18 to 24,published,26735
E06000044,Portsmouth,Local Authority,age_group,18 to 64,asc_eligible,22372
E06000044,Portsmouth,Local Authority,age_group,18 to 64,published,139305
E06000044,Portsmouth,Local Authority,age_group,25 to 44,published,64027
E06000044,Portsmouth,Local Authority,age_group,45 to 64,published,48543
E06000044,Portsmouth,Local Authority,age_group,65 and above,asc_eligible,30788
E06000044,Portsmouth,Local Authority,age_group,65 and above,published,31960
E06000044,Portsmouth,Local Authority,age_group,65 to 74,published,16462
E06000044,Portsmouth,Local Authority,age_group,75 to 84,published,11202
E06000044,Portsmouth,Local Authority,age_group,85 and above,published,4296
E06000044,Portsmouth,Local Authority,age_group,All,asc_eligible,53160
E06000044,Portsmouth,Local Authority,age_group,All,published,171265
E06000044,Portsmouth,Local Authority,ethnicity,All,asc_eligible,53160
E06000044,Portsmouth,Local Authority,ethnicity,All,published,166596
E06000044,Portsmouth,Local Authority,ethnicity,Asian or Asian British,asc_eligible,1510
E06000044,Portsmouth,Local Authority,ethnicity,Asian or Asian British,published,10971
E06000044,Portsmouth,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,545
E06000044,Portsmouth,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,5350
E06000044,Portsmouth,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,639
E06000044,Portsmouth,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,3142
E06000044,Portsmouth,Local Authority,ethnicity,Other ethnic group,asc_eligible,449
E06000044,Portsmouth,Local Authority,ethnicity,Other ethnic group,published,2879
E06000044,Portsmouth,Local Authority,ethnicity,White,asc_eligible,50017
E06000044,Portsmouth,Local Authority,ethnicity,White,published,144254
E06000044,Portsmouth,Local Authority,gender,All,published,171265
E06000044,Portsmouth,Local Authority,gender,Female,published,86009
E06000044,Portsmouth,Local Authority,gender,Male,published,85256
E06000045,Southampton,Local Authority,age_group,18 to 24,published,39642
E06000045,Southampton,Local Authority,age_group,18 to 64,asc_eligible,27820
E06000045,Southampton,Local Authority,age_group,18 to 64,published,172928
E06000045,Southampton,Local Authority,age_group,25 to 44,published,78695
E06000045,Southampton,Local Authority,age_group,45 to 64,published,54591
E06000045,Southampton,Local Authority,age_group,65 and above,asc_eligible,34250
E06000045,Southampton,Local Authority,age_group,65 and above,published,35555
E06000045,Southampton,Local Authority,age_group,65 to 74,published,18749
E06000045,Southampton,Local Authority,age_group,75 to 84,published,12282
E06000045,Southampton,Local Authority,age_group,85 and above,published,4524
E06000045,Southampton,Local Authority,age_group,All,asc_eligible,62070
E06000045,Southampton,Local Authority,age_group,All,published,208483
E06000045,Southampton,Local Authority,ethnicity,All,asc_eligible,62070
E06000045,Southampton,Local Authority,ethnicity,All,published,199512
E06000045,Southampton,Local Authority,ethnicity,Asian or Asian British,asc_eligible,2845
E06000045,Southampton,Local Authority,ethnicity,Asian or Asian British,published,19937
E06000045,Southampton,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,760
E06000045,Southampton,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,5624
E06000045,Southampton,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,1080
E06000045,Southampton,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,4761
E06000045,Southampton,Local Authority,ethnicity,Other ethnic group,asc_eligible,706
E06000045,Southampton,Local Authority,ethnicity,Other ethnic group,published,4381
E06000045,Southampton,Local Authority,ethnicity,White,asc_eligible,56679
E06000045,Southampton,Local Authority,ethnicity,White,published,164809
E06000045,Southampton,Local Authority,gender,All,published,208483
E06000045,Southampton,Local Authority,gender,Female,published,105794
E06000045,Southampton,Local Authority,gender,Male,published,102689
E06000046,Isle of Wight,Local Authority,age_group,18 to 24,published,7825
E06000046,Isle of Wight,Local Authority,age_group,18 to 64,asc_eligible,16492
E06000046,Isle of Wight,Local Authority,age_group,18 to 64,published,75566
E06000046,Isle of Wight,Local Authority,age_group,25 to 44,published,28777
E06000046,Isle of Wight,Local Authority,age_group,45 to 64,published,38964
E06000046,Isle of Wight,Local Authority,age_group,65 and above,asc_eligible,41020
E06000046,Isle of Wight,Local Authority,age_group,65 and above,published,42743
E06000046,Isle of Wight,Local Authority,age_group,65 to 74,published,20625
E06000046,Isle of Wight,Local Authority,age_group,75 to 84,published,16474
E06000046,Isle of Wight,Local Authority,age_group,85 and above,published,5644
E06000046,Isle of Wight,Local Authority,age_group,All,asc_eligible,57512
E06000046,Isle of Wight,Local Authority,age_group,All,published,118309
E06000046,Isle of Wight,Local Authority,ethnicity,All,asc_eligible,57512
E06000046,Isle of Wight,Local Authority,ethnicity,All,published,116822
E06000046,Isle of Wight,Local Authority,ethnicity,Asian or Asian British,asc_eligible,264
E06000046,Isle of Wight,Local Authority,ethnicity,Asian or Asian British,published,1379
E06000046,Isle of Wight,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,97
E06000046,Isle of Wight,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,390
E06000046,Isle of Wight,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,332
E06000046,Isle of Wight,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,973
E06000046,Isle of Wight,Local Authority,ethnicity,Other ethnic group,asc_eligible,85
E06000046,Isle of Wight,Local Authority,ethnicity,Other ethnic group,published,316
E06000046,Isle of Wight,Local Authority,ethnicity,White,asc_eligible,56734
E06000046,Isle of Wight,Local Authority,ethnicity,White,published,113764
E06000046,Isle of Wight,Local Authority,gender,All,published,118309
E06000046,Isle of Wight,Local Authority,gender,Female,published,61753
E06000046,Isle of Wight,Local Authority,gender,Male,published,56556
E06000047,County Durham,Local Authority,age_group,18 to 24,published,52411
E06000047,County Durham,Local Authority,age_group,18 to 64,asc_eligible,66655
E06000047,County Durham,Local Authority,age_group,18 to 64,published,319841
E06000047,County Durham,Local Authority,age_group,25 to 44,published,125558
E06000047,County Durham,Local Authority,age_group,45 to 64,published,141872
E06000047,County Durham,Local Authority,age_group,65 and above,asc_eligible,111335
E06000047,County Durham,Local Authority,age_group,65 and above,published,117738
E06000047,County Durham,Local Authority,age_group,65 to 74,published,61802
E06000047,County Durham,Local Authority,age_group,75 to 84,published,41890
E06000047,County Durham,Local Authority,age_group,85 and above,published,14046
E06000047,County Durham,Local Authority,age_group,All,asc_eligible,177990
E06000047,County Durham,Local Authority,age_group,All,published,437579
E06000047,County Durham,Local Authority,ethnicity,All,asc_eligible,177990
E06000047,County Durham,Local Authority,ethnicity,All,published,423009
E06000047,County Durham,Local Authority,ethnicity,Asian or Asian British,asc_eligible,923
E06000047,County Durham,Local Authority,ethnicity,Asian or Asian British,published,6618
E06000047,County Durham,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,238
E06000047,County Durham,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,1341
E06000047,County Durham,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,724
E06000047,County Durham,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,2797
E06000047,County Durham,Local Authority,ethnicity,Other ethnic group,asc_eligible,308
E06000047,County Durham,Local Authority,ethnicity,Other ethnic group,published,1584
E06000047,County Durham,Local Authority,ethnicity,White,asc_eligible,175797
E06000047,County Durham,Local Authority,ethnicity,White,published,410669
E06000047,County Durham,Local Authority,gender,All,published,437579
E06000047,County Durham,Local Authority,gender,Female,published,226814
E06000047,County Durham,Local Authority,gender,Male,published,210765
E06000049,Cheshire East,Local Authority,age_group,18 to 24,published,24165
E06000049,Cheshire East,Local Authority,age_group,18 to 64,asc_eligible,34381
E06000049,Cheshire East,Local Authority,age_group,18 to 64,published,243344
E06000049,Cheshire East,Local Authority,age_group,25 to 44,published,104602
E06000049,Cheshire East,Local Authority,age_group,45 to 64,published,114577
E06000049,Cheshire East,Local Authority,age_group,65 and above,asc_eligible,89226
E06000049,Cheshire East,Local Authority,age_group,65 and above,published,94913
E06000049,Cheshire East,Local Authority,age_group,65 to 74,published,45543
E06000049,Cheshire East,Local Authority,age_group,75 to 84,published,35926
E06000049,Cheshire East,Local Authority,age_group,85 and above,published,13444
E06000049,Cheshire East,Local Authority,age_group,All,asc_eligible,123607
E06000049,Cheshire East,Local Authority,age_group,All,published,338257
E06000049,Cheshire East,Local Authority,ethnicity,All,asc_eligible,123607
E06000049,Cheshire East,Local Authority,ethnicity,All,published,320530
E06000049,Cheshire East,Local Authority,ethnicity,Asian or Asian British,asc_eligible,1108
E06000049,Cheshire East,Local Authority,ethnicity,Asian or Asian British,published,7423
E06000049,Cheshire East,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,319
E06000049,Cheshire East,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,1949
