area_code,area_name,area_unit,dimension,dimension_value,population_base,population
E08000022,North Tyneside,Local Authority,ethnicity,All,published,167038
E08000022,North Tyneside,Local Authority,ethnicity,Asian or Asian British,asc_eligible,645
E08000022,North Tyneside,Local Authority,ethnicity,Asian or Asian British,published,3980
E08000022,North Tyneside,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,119
E08000022,North Tyneside,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,882
E08000022,North Tyneside,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,352
E08000022,North Tyneside,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,1393
E08000022,North Tyneside,Local Authority,ethnicity,Other ethnic group,asc_eligible,195
E08000022,North Tyneside,Local Authority,ethnicity,Other ethnic group,published,915
E08000022,North Tyneside,Local Authority,ethnicity,White,asc_eligible,64383
E08000022,North Tyneside,Local Authority,ethnicity,White,published,159868
E08000022,North Tyneside,Local Authority,gender,All,published,172762
E08000022,North Tyneside,Local Authority,gender,Female,published,89960
E08000022,North Tyneside,Local Authority,gender,Male,published,82802
E08000023,South Tyneside,Local Authority,age_group,18 to 24,published,10549
E08000023,South Tyneside,Local Authority,age_group,18 to 64,asc_eligible,18526
E08000023,South Tyneside,Local Authority,age_group,18 to 64,published,88341
E08000023,South Tyneside,Local Authority,age_group,25 to 44,published,38606
E08000023,South Tyneside,Local Authority,age_group,45 to 64,published,39186
E08000023,South Tyneside,Local Authority,age_group,65 and above,asc_eligible,30837
E08000023,South Tyneside,Local Authority,age_group,65 and above,published,32539
E08000023,South Tyneside,Local Authority,age_group,65 to 74,published,17449
E08000023,South Tyneside,Local Authority,age_group,75 to 84,published,10994
E08000023,South Tyneside,Local Authority,age_group,85 and above,published,4096
E08000023,South Tyneside,Local Authority,age_group,All,asc_eligible,49363
E08000023,South Tyneside,Local Authority,age_group,All,published,120880
E08000023,South Tyneside,Local Authority,ethnicity,All,asc_eligible,49363
E08000023,South Tyneside,Local Authority,ethnicity,All,published,118119
E08000023,South Tyneside,Local Authority,ethnicity,Asian or Asian British,asc_eligible,563
E08000023,South Tyneside,Local Authority,ethnicity,Asian or Asian British,published,2984
E08000023,South Tyneside,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,96
E08000023,South Tyneside,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,525
E08000023,South Tyneside,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,330
E08000023,South Tyneside,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,1142
E08000023,South Tyneside,Local Authority,ethnicity,Other ethnic group,asc_eligible,213
E08000023,South Tyneside,Local Authority,ethnicity,Other ethnic group,published,882
E08000023,South Tyneside,Local Authority,ethnicity,White,asc_eligible,48161
E08000023,South Tyneside,Local Authority,ethnicity,White,published,112586
E08000023,South Tyneside,Local Authority,gender,All,published,120880
E08000023,South Tyneside,Local Authority,gender,Female,published,62478
E08000023,South Tyneside,Local Authority,gender,Male,published,58402
E08000024,Sunderland,Local Authority,age_group,18 to 24,published,21730
E08000024,Sunderland,Local Authority,age_group,18 to 64,asc_eligible,35606
E08000024,Sunderland,Local Authority,age_group,18 to 64,published,171991
E08000024,Sunderland,Local Authority,age_group,25 to 44,published,76968
E08000024,Sunderland,Local Authority,age_group,45 to 64,published,73293
E08000024,Sunderland,Local Authority,age_group,65 and above,asc_eligible,56266
E08000024,Sunderland,Local Authority,age_group,65 and above,published,59845
E08000024,Sunderland,Local Authority,age_group,65 to 74,published,32132
E08000024,Sunderland,Local Authority,age_group,75 to 84,published,20383
E08000024,Sunderland,Local Authority,age_group,85 and above,published,7330
E08000024,Sunderland,Local Authority,age_group,All,asc_eligible,91872
E08000024,Sunderland,Local Authority,age_group,All,published,231836
E08000024,Sunderland,Local Authority,ethnicity,All,asc_eligible,91872
E08000024,Sunderland,Local Authority,ethnicity,All,published,220088
E08000024,Sunderland,Local Authority,ethnicity,Asian or Asian British,asc_eligible,887
E08000024,Sunderland,Local Authority,ethnicity,Asian or Asian British,published,5898
E08000024,Sunderland,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,134
E08000024,Sunderland,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,1938
E08000024,Sunderland,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,335
E08000024,Sunderland,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,1211
E08000024,Sunderland,Local Authority,ethnicity,Other ethnic group,asc_eligible,193
E08000024,Sunderland,Local Authority,ethnicity,Other ethnic group,published,1154
E08000024,Sunderland,Local Authority,ethnicity,White,asc_eligible,90323
E08000024,Sunderland,Local Authority,ethnicity,White,published,209887
E08000024,Sunderland,Local Authority,gender,All,published,231836
E08000024,Sunderland,Local Authority,gender,Female,published,120024
E08000024,Sunderland,Local Authority,gender,Male,published,111812
E08000025,Birmingham,Local Authority,age_group,18 to 24,published,144651
E08000025,Birmingham,Local Authority,age_group,18 to 64,asc_eligible,121021
E08000025,Birmingham,Local Authority,age_group,18 to 64,published,736353
E08000025,Birmingham,Local Authority,age_group,25 to 44,published,338141
E08000025,Birmingham,Local Authority,age_group,45 to 64,published,253561
E08000025,Birmingham,Local Authority,age_group,65 and above,asc_eligible,150488
E08000025,Birmingham,Local Authority,age_group,65 and above,published,154406
E08000025,Birmingham,Local Authority,age_group,65 to 74,published,81298
E08000025,Birmingham,Local Authority,age_group,75 to 84,published,51273
E08000025,Birmingham,Local Authority,age_group,85 and above,published,21835
E08000025,Birmingham,Local Authority,age_group,All,asc_eligible,271509
E08000025,Birmingham,Local Authority,age_group,All,published,890759
E08000025,Birmingham,Local Authority,ethnicity,All,asc_eligible,271509
E08000025,Birmingham,Local Authority,ethnicity,All,published,857456
E08000025,Birmingham,Local Authority,ethnicity,Asian or Asian British,asc_eligible,51600
E08000025,Birmingham,Local Authority,ethnicity,Asian or Asian British,published,244858
E08000025,Birmingham,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,19692
E08000025,Birmingham,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,88123
E08000025,Birmingham,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,6911
E08000025,Birmingham,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,28030
E08000025,Birmingham,Local Authority,ethnicity,Other ethnic group,asc_eligible,6969
E08000025,Birmingham,Local Authority,ethnicity,Other ethnic group,published,34620
E08000025,Birmingham,Local Authority,ethnicity,White,asc_eligible,186337
E08000025,Birmingham,Local Authority,ethnicity,White,published,461825
E08000025,Birmingham,Local Authority,gender,All,published,890759
E08000025,Birmingham,Local Authority,gender,Female,published,455578
E08000025,Birmingham,Local Authority,gender,Male,published,435181
E08000026,Coventry,Local Authority,age_group,18 to 24,published,46998
E08000026,Coventry,Local Authority,age_group,18 to 64,asc_eligible,33825
E08000026,Coventry,Local Authority,age_group,18 to 64,published,234165
E08000026,Coventry,Local Authority,age_group,25 to 44,published,109119
E08000026,Coventry,Local Authority,age_group,45 to 64,published,78048
E08000026,Coventry,Local Authority,age_group,65 and above,asc_eligible,50317
E08000026,Coventry,Local Authority,age_group,65 and above,published,51300
E08000026,Coventry,Local Authority,age_group,65 to 74,published,25858
E08000026,Coventry,Local Authority,age_group,75 to 84,published,18123
E08000026,Coventry,Local Authority,age_group,85 and above,published,7319
E08000026,Coventry,Local Authority,age_group,All,asc_eligible,84142
E08000026,Coventry,Local Authority,age_group,All,published,285465
E08000026,Coventry,Local Authority,ethnicity,All,asc_eligible,84142
E08000026,Coventry,Local Authority,ethnicity,All,published,268772
E08000026,Coventry,Local Authority,ethnicity,Asian or Asian British,asc_eligible,9502
E08000026,Coventry,Local Authority,ethnicity,Asian or Asian British,published,48145
E08000026,Coventry,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,2537
E08000026,Coventry,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,20943
E08000026,Coventry,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,1324
E08000026,Coventry,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,6003
E08000026,Coventry,Local Authority,ethnicity,Other ethnic group,asc_eligible,1616
E08000026,Coventry,Local Authority,ethnicity,Other ethnic group,published,9011
E08000026,Coventry,Local Authority,ethnicity,White,asc_eligible,69163
E08000026,Coventry,Local Authority,ethnicity,White,published,184670
E08000026,Coventry,Local Authority,gender,All,published,285465
E08000026,Coventry,Local Authority,gender,Female,published,143257
E08000026,Coventry,Local Authority,gender,Male,published,142208
E08000027,Dudley,Local Authority,age_group,18 to 24,published,24104
E08000027,Dudley,Local Authority,age_group,18 to 64,asc_eligible,33191
E08000027,Dudley,Local Authority,age_group,18 to 64,published,193731
E08000027,Dudley,Local Authority,age_group,25 to 44,published,86269
E08000027,Dudley,Local Authority,age_group,45 to 64,published,83358
E08000027,Dudley,Local Authority,age_group,65 and above,asc_eligible,66057
E08000027,Dudley,Local Authority,age_group,65 and above,published,67075
E08000027,Dudley,Local Authority,age_group,65 to 74,published,32676
E08000027,Dudley,Local Authority,age_group,75 to 84,published,25091
E08000027,Dudley,Local Authority,age_group,85 and above,published,9308
E08000027,Dudley,Local Authority,age_group,All,asc_eligible,99248
E08000027,Dudley,Local Authority,age_group,All,published,260806
E08000027,Dudley,Local Authority,ethnicity,All,asc_eligible,99248
E08000027,Dudley,Local Authority,ethnicity,All,published,254910
E08000027,Dudley,Local Authority,ethnicity,Asian or Asian British,asc_eligible,3818
E08000027,Dudley,Local Authority,ethnicity,Asian or Asian British,published,18687
E08000027,Dudley,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,1217
E08000027,Dudley,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,5899
E08000027,Dudley,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,963
E08000027,Dudley,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,4126
E08000027,Dudley,Local Authority,ethnicity,Other ethnic group,asc_eligible,682
E08000027,Dudley,Local Authority,ethnicity,Other ethnic group,published,3042
E08000027,Dudley,Local Authority,ethnicity,White,asc_eligible,92568
E08000027,Dudley,Local Authority,ethnicity,White,published,223156
E08000027,Dudley,Local Authority,gender,All,published,260806
E08000027,Dudley,Local Authority,gender,Female,published,133670
E08000027,Dudley,Local Authority,gender,Male,published,127136
E08000028,Sandwell,Local Authority,age_group,18 to 24,published,30827
E08000028,Sandwell,Local Authority,age_group,18 to 64,asc_eligible,35675
E08000028,Sandwell,Local Authority,age_group,18 to 64,published,214026
E08000028,Sandwell,Local Authority,age_group,25 to 44,published,99653
E08000028,Sandwell,Local Authority,age_group,45 to 64,published,83546
E08000028,Sandwell,Local Authority,age_group,65 and above,asc_eligible,49705
E08000028,Sandwell,Local Authority,age_group,65 and above,published,51241
E08000028,Sandwell,Local Authority,age_group,65 to 74,published,26940
E08000028,Sandwell,Local Authority,age_group,75 to 84,published,17497
E08000028,Sandwell,Local Authority,age_group,85 and above,published,6804
E08000028,Sandwell,Local Authority,age_group,All,asc_eligible,85380
E08000028,Sandwell,Local Authority,age_group,All,published,265267
E08000028,Sandwell,Local Authority,ethnicity,All,asc_eligible,85380
E08000028,Sandwell,Local Authority,ethnicity,All,published,256712
E08000028,Sandwell,Local Authority,ethnicity,Asian or Asian British,asc_eligible,12310
E08000028,Sandwell,Local Authority,ethnicity,Asian or Asian British,published,62112
E08000028,Sandwell,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,4183
E08000028,Sandwell,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,20476
E08000028,Sandwell,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,1465
E08000028,Sandwell,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,6529
E08000028,Sandwell,Local Authority,ethnicity,Other ethnic group,asc_eligible,1833
E08000028,Sandwell,Local Authority,ethnicity,Other ethnic group,published,9585
E08000028,Sandwell,Local Authority,ethnicity,White,asc_eligible,65589
E08000028,Sandwell,Local Authority,ethnicity,White,published,158010
E08000028,Sandwell,Local Authority,gender,All,published,265267
E08000028,Sandwell,Local Authority,gender,Female,published,135901
E08000028,Sandwell,Local Authority,gender,Male,published,129366
E08000029,Solihull,Local Authority,age_group,18 to 24,published,14647
E08000029,Solihull,Local Authority,age_group,18 to 64,asc_eligible,18618
E08000029,Solihull,Local Authority,age_group,18 to 64,published,124988
E08000029,Solihull,Local Authority,age_group,25 to 44,published,53520
E08000029,Solihull,Local Authority,age_group,45 to 64,published,56821
E08000029,Solihull,Local Authority,age_group,65 and above,asc_eligible,45596
E08000029,Solihull,Local Authority,age_group,65 and above,published,47025
E08000029,Solihull,Local Authority,age_group,65 to 74,published,21817
E08000029,Solihull,Local Authority,age_group,75 to 84,published,18005
E08000029,Solihull,Local Authority,age_group,85 and above,published,7203
E08000029,Solihull,Local Authority,age_group,All,asc_eligible,64214
E08000029,Solihull,Local Authority,age_group,All,published,172013
E08000029,Solihull,Local Authority,ethnicity,All,asc_eligible,64214
E08000029,Solihull,Local Authority,ethnicity,All,published,169311
E08000029,Solihull,Local Authority,ethnicity,Asian or Asian British,asc_eligible,2855
E08000029,Solihull,Local Authority,ethnicity,Asian or Asian British,published,16975
E08000029,Solihull,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,739
E08000029,Solihull,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,3044
E08000029,Solihull,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,784
E08000029,Solihull,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,3399
E08000029,Solihull,Local Authority,ethnicity,Other ethnic group,asc_eligible,492
E08000029,Solihull,Local Authority,ethnicity,Other ethnic group,published,2304
E08000029,Solihull,Local Authority,ethnicity,White,asc_eligible,59344
E08000029,Solihull,Local Authority,ethnicity,White,published,143589
E08000029,Solihull,Local Authority,gender,All,published,172013
E08000029,Solihull,Local Authority,gender,Female,published,90025
E08000029,Solihull,Local Authority,gender,Male,published,81988
E08000030,Walsall,Local Authority,age_group,18 to 24,published,23737
E08000030,Walsall,Local Authority,age_group,18 to 64,asc_eligible,29908
E08000030,Walsall,Local Authority,age_group,18 to 64,published,173291
E08000030,Walsall,Local Authority,age_group,25 to 44,published,79726
E08000030,Walsall,Local Authority,age_group,45 to 64,published,69828
E08000030,Walsall,Local Authority,age_group,65 and above,asc_eligible,49462
E08000030,Walsall,Local Authority,age_group,65 and above,published,50588
E08000030,Walsall,Local Authority,age_group,65 to 74,published,25036
E08000030,Walsall,Local Authority,age_group,75 to 84,published,18311
E08000030,Walsall,Local Authority,age_group,85 and above,published,7241
E08000030,Walsall,Local Authority,age_group,All,asc_eligible,79370
E08000030,Walsall,Local Authority,age_group,All,published,223879
E08000030,Walsall,Local Authority,ethnicity,All,asc_eligible,79370
E08000030,Walsall,Local Authority,ethnicity,All,published,215850
E08000030,Walsall,Local Authority,ethnicity,Asian or Asian British,asc_eligible,7865
E08000030,Walsall,Local Authority,ethnicity,Asian or Asian British,published,37050
E08000030,Walsall,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,1450
E08000030,Walsall,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,8762
E08000030,Walsall,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,957
E08000030,Walsall,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,3987
E08000030,Walsall,Local Authority,ethnicity,Other ethnic group,asc_eligible,883
E08000030,Walsall,Local Authority,ethnicity,Other ethnic group,published,4115
E08000030,Walsall,Local Authority,ethnicity,White,asc_eligible,68215
E08000030,Walsall,Local Authority,ethnicity,White,published,161936
E08000030,Walsall,Local Authority,gender,All,published,223879
E08000030,Walsall,Local Authority,gender,Female,published,115090
E08000030,Walsall,Local Authority,gender,Male,published,108789
E08000031,Wolverhampton,Local Authority,age_group,18 to 24,published,22860
E08000031,Wolverhampton,Local Authority,age_group,18 to 64,asc_eligible,26945
E08000031,Wolverhampton,Local Authority,age_group,18 to 64,published,167738
E08000031,Wolverhampton,Local Authority,age_group,25 to 44,published,78827
E08000031,Wolverhampton,Local Authority,age_group,45 to 64,published,66051
E08000031,Wolverhampton,Local Authority,age_group,65 and above,asc_eligible,43282
E08000031,Wolverhampton,Local Authority,age_group,65 and above,published,45108
E08000031,Wolverhampton,Local Authority,age_group,65 to 74,published,23364
E08000031,Wolverhampton,Local Authority,age_group,75 to 84,published,15247
E08000031,Wolverhampton,Local Authority,age_group,85 and above,published,6497
E08000031,Wolverhampton,Local Authority,age_group,All,asc_eligible,70227
E08000031,Wolverhampton,Local Authority,age_group,All,published,212846
E08000031,Wolverhampton,Local Authority,ethnicity,All,asc_eligible,70227
E08000031,Wolverhampton,Local Authority,ethnicity,All,published,201910
E08000031,Wolverhampton,Local Authority,ethnicity,Asian or Asian British,asc_eligible,9708
E08000031,Wolverhampton,Local Authority,ethnicity,Asian or Asian British,published,41827
E08000031,Wolverhampton,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,3867
E08000031,Wolverhampton,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,17547
E08000031,Wolverhampton,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,1537
E08000031,Wolverhampton,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,6468
E08000031,Wolverhampton,Local Authority,ethnicity,Other ethnic group,asc_eligible,1413
E08000031,Wolverhampton,Local Authority,ethnicity,Other ethnic group,published,6707
E08000031,Wolverhampton,Local Authority,ethnicity,White,asc_eligible,53702
E08000031,Wolverhampton,Local Authority,ethnicity,White,published,129361
E08000031,Wolverhampton,Local Authority,gender,All,published,212846
E08000031,Wolverhampton,Local Authority,gender,Female,published,109027
E08000031,Wolverhampton,Local Authority,gender,Male,published,103819
E08000032,Bradford,Local Authority,age_group,18 to 24,published,48844
E08000032,Bradford,Local Authority,age_group,18 to 64,asc_eligible,55586
E08000032,Bradford,Local Authority,age_group,18 to 64,published,333625
E08000032,Bradford,Local Authority,age_group,25 to 44,published,154170
E08000032,Bradford,Local Authority,age_group,45 to 64,published,130611
E08000032,Bradford,Local Authority,age_group,65 and above,asc_eligible,83003
E08000032,Bradford,Local Authority,age_group,65 and above,published,87497
E08000032,Bradford,Local Authority,age_group,65 to 74,published,46637
E08000032,Bradford,Local Authority,age_group,75 to 84,published,29306
E08000032,Bradford,Local Authority,age_group,85 and above,published,11554
E08000032,Bradford,Local Authority,age_group,All,asc_eligible,138589
E08000032,Bradford,Local Authority,age_group,All,published,421122
E08000032,Bradford,Local Authority,ethnicity,All,asc_eligible,138589
E08000032,Bradford,Local Authority,ethnicity,All,published,405505
E08000032,Bradford,Local Authority,ethnicity,Asian or Asian British,asc_eligible,24341
E08000032,Bradford,Local Authority,ethnicity,Asian or Asian British,published,115135
E08000032,Bradford,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,1647
E08000032,Bradford,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,7890
E08000032,Bradford,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,1755
E08000032,Bradford,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,6689
E08000032,Bradford,Local Authority,ethnicity,Other ethnic group,asc_eligible,1459
E08000032,Bradford,Local Authority,ethnicity,Other ethnic group,published,7413
E08000032,Bradford,Local Authority,ethnicity,White,asc_eligible,109387
E08000032,Bradford,Local Authority,ethnicity,White,published,268378
E08000032,Bradford,Local Authority,gender,All,published,421122
E08000032,Bradford,Local Authority,gender,Female,published,216954
E08000032,Bradford,Local Authority,gender,Male,published,204168
E08000033,Calderdale,Local Authority,age_group,18 to 24,published,14761
E08000033,Calderdale,Local Authority,age_group,18 to 64,asc_eligible,21606
E08000033,Calderdale,Local Authority,age_group,18 to 64,published,124509
E08000033,Calderdale,Local Authority,age_group,25 to 44,published,53076
E08000033,Calderdale,Local Authority,age_group,45 to 64,published,56672
E08000033,Calderdale,Local Authority,age_group,65 and above,asc_eligible,39307
E08000033,Calderdale,Local Authority,age_group,65 and above,published,41290
E08000033,Calderdale,Local Authority,age_group,65 to 74,published,21650
E08000033,Calderdale,Local Authority,age_group,75 to 84,published,14789
E08000033,Calderdale,Local Authority,age_group,85 and above,published,4851
E08000033,Calderdale,Local Authority,age_group,All,asc_eligible,60913
E08000033,Calderdale,Local Authority,age_group,All,published,165799
E08000033,Calderdale,Local Authority,ethnicity,All,asc_eligible,60913
E08000033,Calderdale,Local Authority,ethnicity,All,published,161505
E08000033,Calderdale,Local Authority,ethnicity,Asian or Asian British,asc_eligible,2951
E08000033,Calderdale,Local Authority,ethnicity,Asian or Asian British,published,14401
E08000033,Calderdale,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,197
E08000033,Calderdale,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,1031
E08000033,Calderdale,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,499
E08000033,Calderdale,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,1949
E08000033,Calderdale,Local Authority,ethnicity,Other ethnic group,asc_eligible,250
E08000033,Calderdale,Local Authority,ethnicity,Other ethnic group,published,1133
E08000033,Calderdale,Local Authority,ethnicity,White,asc_eligible,57016
E08000033,Calderdale,Local Authority,ethnicity,White,published,142991
E08000033,Calderdale,Local Authority,gender,All,published,165799
E08000033,Calderdale,Local Authority,gender,Female,published,85519
E08000033,Calderdale,Local Authority,gender,Male,published,80280
E08000034,Kirklees,Local Authority,age_group,18 to 24,published,37091
E08000034,Kirklees,Local Authority,age_group,18 to 64,asc_eligible,43534
E08000034,Kirklees,Local Authority,age_group,18 to 64,published,267049
E08000034,Kirklees,Local Authority,age_group,25 to 44,published,117525
E08000034,Kirklees,Local Authority,age_group,45 to 64,published,112433
E08000034,Kirklees,Local Authority,age_group,65 and above,asc_eligible,76811
E08000034,Kirklees,Local Authority,age_group,65 and above,published,80976
E08000034,Kirklees,Local Authority,age_group,65 to 74,published,41680
E08000034,Kirklees,Local Authority,age_group,75 to 84,published,29098
E08000034,Kirklees,Local Authority,age_group,85 and above,published,10198
E08000034,Kirklees,Local Authority,age_group,All,asc_eligible,120345
E08000034,Kirklees,Local Authority,age_group,All,published,348025
E08000034,Kirklees,Local Authority,ethnicity,All,asc_eligible,120345
E08000034,Kirklees,Local Authority,ethnicity,All,published,335191
E08000034,Kirklees,Local Authority,ethnicity,Asian or Asian British,asc_eligible,12033
E08000034,Kirklees,Local Authority,ethnicity,Asian or Asian British,published,57115
E08000034,Kirklees,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,1935
E08000034,Kirklees,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,7701
E08000034,Kirklees,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,1426
E08000034,Kirklees,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,6230
E08000034,Kirklees,Local Authority,ethnicity,Other ethnic group,asc_eligible,797
E08000034,Kirklees,Local Authority,ethnicity,Other ethnic group,published,4378
E08000034,Kirklees,Local Authority,ethnicity,White,asc_eligible,104154
E08000034,Kirklees,Local Authority,ethnicity,White,published,259767
E08000034,Kirklees,Local Authority,gender,All,published,348025
E08000034,Kirklees,Local Authority,gender,Female,published,178995
E08000034,Kirklees,Local Authority,gender,Male,published,169030
E08000035,Leeds,Local Authority,age_group,18 to 24,published,105568
E08000035,Leeds,Local Authority,age_group,18 to 64,asc_eligible,82022
E08000035,Leeds,Local Authority,age_group,18 to 64,published,537105
E08000035,Leeds,Local Authority,age_group,25 to 44,published,242722
E08000035,Leeds,Local Authority,age_group,45 to 64,published,188815
E08000035,Leeds,Local Authority,age_group,65 and above,asc_eligible,126768
E08000035,Leeds,Local Authority,age_group,65 and above,published,131845
E08000035,Leeds,Local Authority,age_group,65 to 74,published,66726
E08000035,Leeds,Local Authority,age_group,75 to 84,published,47096
E08000035,Leeds,Local Authority,age_group,85 and above,published,18023
E08000035,Leeds,Local Authority,age_group,All,asc_eligible,208790
E08000035,Leeds,Local Authority,age_group,All,published,668950
E08000035,Leeds,Local Authority,ethnicity,All,asc_eligible,208790
E08000035,Leeds,Local Authority,ethnicity,All,published,641318
E08000035,Leeds,Local Authority,ethnicity,Asian or Asian British,asc_eligible,10044
E08000035,Leeds,Local Authority,ethnicity,Asian or Asian British,published,56860
E08000035,Leeds,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,4389
E08000035,Leeds,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,30691
E08000035,Leeds,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,3022
E08000035,Leeds,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,14307
E08000035,Leeds,Local Authority,ethnicity,Other ethnic group,asc_eligible,2526
E08000035,Leeds,Local Authority,ethnicity,Other ethnic group,published,13486
E08000035,Leeds,Local Authority,ethnicity,White,asc_eligible,188809
E08000035,Leeds,Local Authority,ethnicity,White,published,525974
E08000035,Leeds,Local Authority,gender,All,published,668950
E08000035,Leeds,Local Authority,gender,Female,published,347461
E08000035,Leeds,Local Authority,gender,Male,published,321489
E08000036,Wakefield,Local Authority,age_group,18 to 24,published,24076
E08000036,Wakefield,Local Authority,age_group,18 to 64,asc_eligible,39956
E08000036,Wakefield,Local Authority,age_group,18 to 64,published,219964
E08000036,Wakefield,Local Authority,age_group,25 to 44,published,101315
E08000036,Wakefield,Local Authority,age_group,45 to 64,published,94573
E08000036,Wakefield,Local Authority,age_group,65 and above,asc_eligible,66606
E08000036,Wakefield,Local Authority,age_group,65 and above,published,70221
E08000036,Wakefield,Local Authority,age_group,65 to 74,published,36461
E08000036,Wakefield,Local Authority,age_group,75 to 84,published,25434
E08000036,Wakefield,Local Authority,age_group,85 and above,published,8326
E08000036,Wakefield,Local Authority,age_group,All,asc_eligible,106562
E08000036,Wakefield,Local Authority,age_group,All,published,290185
E08000036,Wakefield,Local Authority,ethnicity,All,asc_eligible,106562
E08000036,Wakefield,Local Authority,ethnicity,All,published,279744
E08000036,Wakefield,Local Authority,ethnicity,Asian or Asian British,asc_eligible,1518
E08000036,Wakefield,Local Authority,ethnicity,Asian or Asian British,published,8620
E08000036,Wakefield,Local Authority,ethnicity,"Black, Black British, Caribbean or African",asc_eligible,309
E08000036,Wakefield,Local Authority,ethnicity,"Black, Black British, Caribbean or African",published,2935
E08000036,Wakefield,Local Authority,ethnicity,Mixed or multiple ethnic groups,asc_eligible,541
E08000036,Wakefield,Local Authority,ethnicity,Mixed or multiple ethnic groups,published,2231
E08000036,Wakefield,Local Authority,ethnicity,Other ethnic group,asc_eligible,313
E08000036,Wakefield,Local Authority,ethnicity,Other ethnic group,published,1843
E08000036,Wakefield,Local Authority,ethnicity,White,asc_eligible,103881
E08000036,Wakefield,Local Authority,ethnicity,White,published,264115
E08000036,Wakefield,Local Authority,gender,All,published,290185
E08000036,Wakefield,Local Authority,gender,Female,published,148607
E08000036,Wakefield,Local Authority,gender,Male,published,141578
E08000037,Gateshead,Local Authority,age_group,18 to 24,published,15174
E08000037,Gateshead,Local Authority,age_group,18 to 64,asc_eligible,23588
E08000037,Gateshead,Local Authority,age_group,18 to 64,published,121025
E08000037,Gateshead,Local Authority,age_group,25 to 44,published,54667
E08000037,Gateshead,Local Authority,age_group,45 to 64,published,51184
E08000037,Gateshead,Local Authority,age_group,65 and above,asc_eligible,39770
E08000037,Gateshead,Local Authority,age_group,65 and above,published,41321
E08000037,Gateshead,Local Authority,age_group,65 to 74,published,21131
E08000037,Gateshead,Local Authority,age_group,75 to 84,published,14555
E08000037,Gateshead,Local Authority,age_group,85 and above,published,5635
E08000037,Gateshead,Local Authority,age_group,All,asc_eligible,63358
